"Order","Family","Genus","Species","BodyMass","HomeRange_km2","Diet"
"Rodentia","Muridae","Abditomys","latidens",268,-999,-999
"Rodentia","Muridae","Abrawayaomys","ruschii",63,-999,-999
"Rodentia","Abrocomidae","Abrocoma","bennettii",251,-999,-999
"Rodentia","Abrocomidae","Abrocoma","boliviensis",158,-999,-999
"Rodentia","Abrocomidae","Abrocoma","cinerea",194,-999,-999
"Chiroptera","Pteropodidae","Acerodon","celebensis",382,-999,-999
"Chiroptera","Pteropodidae","Acerodon","humilis",-999,-999,-999
"Chiroptera","Pteropodidae","Acerodon","jubatus",1090,-999,1
"Chiroptera","Pteropodidae","Acerodon","leucotis",-999,-999,-999
"Chiroptera","Pteropodidae","Acerodon","lucifer",-999,-999,-999
"Chiroptera","Pteropodidae","Acerodon","mackloti",464,-999,1
"Carnivora","Felidae","Acinonyx","jubatus",50500,89.2,3
"Rodentia","Muridae","Acomys","cahirinus",41.2,0.000886,-999
"Rodentia","Muridae","Acomys","cilicicus",-999,-999,-999
"Rodentia","Muridae","Acomys","cinerasceus",-999,-999,-999
"Rodentia","Muridae","Acomys","ignitus",-999,-999,-999
"Rodentia","Muridae","Acomys","kempi",22,-999,-999
"Rodentia","Muridae","Acomys","louisae",20.2,-999,-999
"Rodentia","Muridae","Acomys","minous",62.5,-999,-999
"Rodentia","Muridae","Acomys","mullah",-999,-999,-999
"Rodentia","Muridae","Acomys","nesiotes",-999,-999,-999
"Rodentia","Muridae","Acomys","percivali",22,-999,-999
"Rodentia","Muridae","Acomys","russatus",42.4,0.000493,-999
"Rodentia","Muridae","Acomys","spinosissimus",26.5,-999,-999
"Rodentia","Muridae","Acomys","subspinosus",21.9,-999,-999
"Rodentia","Muridae","Acomys","wilsoni",18.5,-999,-999
"Rodentia","Octodontidae","Aconaemys","fuscus",130,-999,1
"Rodentia","Octodontidae","Aconaemys","sagei",96.5,-999,-999
"Diprotodontia","Acrobatidae","Acrobates","pygmaeus",13.9,0.006,2
"Artiodactyla","Bovidae","Addax","nasomaculatus",94700,-999,1
"Rodentia","Muridae","Aepeomys","fuscatus",49.5,-999,-999
"Rodentia","Muridae","Aepeomys","lugens",37,-999,-999
"Artiodactyla","Bovidae","Aepyceros","melampus",52300,1.99,1
"Diprotodontia","Potoroidae","Aepyprymnus","rufescens",2800,-999,-999
"Rodentia","Sciuridae","Aeretes","melanopterus",-999,-999,-999
"Rodentia","Sciuridae","Aeromys","tephromelas",1190,-999,-999
"Rodentia","Sciuridae","Aeromys","thomasi",1430,-999,-999
"Chiroptera","Pteropodidae","Aethalops","alecto",15,-999,-999
"Rodentia","Muridae","Aethomys","bocagei",-999,-999,-999
"Rodentia","Muridae","Aethomys","chrysophilus",82.3,-999,-999
"Rodentia","Muridae","Aethomys","granti",40,-999,-999
"Rodentia","Muridae","Aethomys","hindei",141,0.000617,-999
"Rodentia","Muridae","Aethomys","kaiseri",90,-999,-999
"Rodentia","Muridae","Aethomys","namaquensis",57.2,-999,-999
"Rodentia","Muridae","Aethomys","nyikae",-999,-999,-999
"Rodentia","Muridae","Aethomys","silindensis",-999,-999,-999
"Rodentia","Muridae","Aethomys","stannarius",-999,-999,-999
"Rodentia","Muridae","Aethomys","thomasi",-999,-999,-999
"Rodentia","Agoutidae","Agouti","paca",8180,-999,1
"Rodentia","Agoutidae","Agouti","taczanowskii",9000,-999,1
"Carnivora","Ursidae","Ailuropoda","melanoleuca",118000,3.56,1
"Diprotodontia","Phalangeridae","Ailurops","ursinus",10000,-999,1
"Carnivora","Ursidae","Ailurus","fulgens",5170,1.44,1
"Rodentia","Muridae","Akodon","aerosus",60,-999,-999
"Rodentia","Muridae","Akodon","affinis",24.9,-999,2
"Rodentia","Muridae","Akodon","albiventer",26,-999,3
"Rodentia","Muridae","Akodon","azarae",25.3,-999,2
"Rodentia","Muridae","Akodon","bogotensis",13,-999,-999
"Rodentia","Muridae","Akodon","boliviensis",27.5,-999,2
"Rodentia","Muridae","Akodon","budini",26.9,-999,-999
"Rodentia","Muridae","Akodon","cursor",39.8,-999,2
"Rodentia","Muridae","Akodon","dayi",32.5,-999,-999
"Rodentia","Muridae","Akodon","dolores",50.5,-999,-999
"Rodentia","Muridae","Akodon","fumeus",22.7,-999,-999
"Rodentia","Muridae","Akodon","hershkovitzi",-999,-999,-999
"Rodentia","Muridae","Akodon","illuteus",47.8,-999,-999
"Rodentia","Muridae","Akodon","iniscatus",28.7,-999,-999
"Rodentia","Muridae","Akodon","juninensis",39,-999,-999
"Rodentia","Muridae","Akodon","kempi",26.4,-999,-999
"Rodentia","Muridae","Akodon","kofordi",29.5,-999,-999
"Rodentia","Muridae","Akodon","lanosus",27.9,-999,-999
"Rodentia","Muridae","Akodon","latebricola",39,-999,-999
"Rodentia","Muridae","Akodon","lindberghi",26.4,-999,-999
"Rodentia","Muridae","Akodon","longipilis",38.9,-999,2
"Rodentia","Muridae","Akodon","mansoensis",39,-999,-999
"Rodentia","Muridae","Akodon","markhami",-999,-999,-999
"Rodentia","Muridae","Akodon","mimus",24,-999,-999
"Rodentia","Muridae","Akodon","molinae",33,-999,-999
"Rodentia","Muridae","Akodon","mollis",30.4,-999,-999
"Rodentia","Muridae","Akodon","neocenus",42.4,-999,-999
"Rodentia","Muridae","Akodon","nigrita",19.9,-999,-999
"Rodentia","Muridae","Akodon","olivaceus",26.9,-999,2
"Rodentia","Muridae","Akodon","orophilus",39,-999,-999
"Rodentia","Muridae","Akodon","puer",20.7,-999,-999
"Rodentia","Muridae","Akodon","sanborni",24.7,-999,2
"Rodentia","Muridae","Akodon","sanctipaulensis",27.1,-999,-999
"Rodentia","Muridae","Akodon","serrensis",28.3,-999,-999
"Rodentia","Muridae","Akodon","siberiae",34.6,-999,-999
"Rodentia","Muridae","Akodon","simulator",42.5,-999,-999
"Rodentia","Muridae","Akodon","spegazzinii",28.6,-999,-999
"Rodentia","Muridae","Akodon","subfuscus",30.4,-999,-999
"Rodentia","Muridae","Akodon","surdus",39,-999,-999
"Rodentia","Muridae","Akodon","sylvanus",39,-999,-999
"Rodentia","Muridae","Akodon","toba",51.2,-999,-999
"Rodentia","Muridae","Akodon","torques",39,-999,-999
"Rodentia","Muridae","Akodon","urichi",44.9,-999,2
"Rodentia","Muridae","Akodon","varius",40,-999,3
"Rodentia","Muridae","Akodon","xanthorhinus",19,0.00045,2
"Artiodactyla","Bovidae","Alcelaphus","buselaphus",164000,2.75,1
"Artiodactyla","Cervidae","Alces","alces",481000,72,1
"Chiroptera","Pteropodidae","Alionycteris","paucidentata",16.2,-999,-999
"Rodentia","Dipodidae","Allactaga","balikunica",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","bullata",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","elater",59,-999,-999
"Rodentia","Dipodidae","Allactaga","euphratica",232,-999,-999
"Rodentia","Dipodidae","Allactaga","firouzi",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","hotsoni",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","major",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","severtzovi",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","sibirica",-999,-999,-999
"Rodentia","Dipodidae","Allactaga","tetradactyla",52,-999,-999
"Rodentia","Dipodidae","Allactaga","vinogradovi",-999,-999,-999
"Rodentia","Dipodidae","Allactodipus","bobrinskii",-999,-999,-999
"Primates","Cercopithecidae","Allenopithecus","nigroviridis",4750,-999,-999
"Primates","Cheirogaleidae","Allocebus","trichotis",78.9,-999,2
"Rodentia","Muridae","Allocricetulus","curtatus",-999,-999,-999
"Rodentia","Muridae","Allocricetulus","eversmanni",-999,-999,-999
"Carnivora","Canidae","Alopex","lagopus",3600,14.3,3
"Primates","Cebidae","Alouatta","belzebul",6180,-999,-999
"Primates","Cebidae","Alouatta","caraya",5590,-999,1
"Primates","Cebidae","Alouatta","coibensis",-999,-999,-999
"Primates","Cebidae","Alouatta","fusca",5190,0.03,1
"Primates","Cebidae","Alouatta","palliata",6580,0.19,1
"Primates","Cebidae","Alouatta","pigra",7200,0.3,1
"Primates","Cebidae","Alouatta","sara",6610,-999,-999
"Primates","Cebidae","Alouatta","seniculus",6420,0.1,2
"Rodentia","Muridae","Alticola","albicauda",-999,-999,-999
"Rodentia","Muridae","Alticola","argentatus",37.7,-999,1
"Rodentia","Muridae","Alticola","barakshin",-999,-999,-999
"Rodentia","Muridae","Alticola","lemminus",-999,-999,-999
"Rodentia","Muridae","Alticola","macrotis",-999,-999,-999
"Rodentia","Muridae","Alticola","montosa",-999,-999,-999
"Rodentia","Muridae","Alticola","roylei",37,-999,-999
"Rodentia","Muridae","Alticola","semicanus",-999,-999,-999
"Rodentia","Muridae","Alticola","stoliczkanus",30.2,-999,-999
"Rodentia","Muridae","Alticola","stracheyi",-999,-999,-999
"Rodentia","Muridae","Alticola","strelzowi",50,-999,-999
"Rodentia","Muridae","Alticola","tuvinicus",-999,-999,-999
"Carnivora","Mustelidae","Amblonyx","cinereus",3530,-999,3
"Rodentia","Heptaxodontidae","Amblyrhiza","inundata",-999,-999,-999
"Insectivora","Chrysochloridae","Amblysomus","gunningi",-999,-999,3
"Insectivora","Chrysochloridae","Amblysomus","hottentotus",67.6,0.000338,2
"Insectivora","Chrysochloridae","Amblysomus","iris",44.8,-999,2
"Insectivora","Chrysochloridae","Amblysomus","julianae",22,-999,3
"Chiroptera","Phyllostomidae","Ametrida","centurio",10.6,-999,1
"Rodentia","Muridae","Ammodillus","imbellis",50,-999,-999
"Artiodactyla","Bovidae","Ammodorcas","clarkei",28000,-999,-999
"Rodentia","Sciuridae","Ammospermophilus","harrisii",127,-999,1
"Rodentia","Sciuridae","Ammospermophilus","insularis",-999,-999,-999
"Rodentia","Sciuridae","Ammospermophilus","interpres",113,-999,2
"Rodentia","Sciuridae","Ammospermophilus","leucurus",104,0.04,2
"Rodentia","Sciuridae","Ammospermophilus","nelsoni",160,0.03,2
"Artiodactyla","Bovidae","Ammotragus","lervia",93200,7.07,1
"Chiroptera","Furipteridae","Amorphochilus","schnablii",-999,-999,3
"Scandentia","Tupaiidae","Anathana","ellioti",160,-999,-999
"Rodentia","Muridae","Andalgalomys","olrogi",32.9,-999,-999
"Rodentia","Muridae","Andalgalomys","pearsoni",25.4,-999,-999
"Rodentia","Muridae","Andinomys","edax",69.7,-999,-999
"Rodentia","Muridae","Anisomys","imitator",511,-999,1
"Rodentia","Anomaluridae","Anomalurus","beecrofti",479,-999,-999
"Rodentia","Anomaluridae","Anomalurus","derbianus",665,0.04,1
"Rodentia","Anomaluridae","Anomalurus","pelii",1770,-999,-999
"Rodentia","Anomaluridae","Anomalurus","pusillus",250,-999,-999
"Rodentia","Muridae","Anonymomys","mindorensis",-999,-999,-999
"Rodentia","Muridae","Anotomys","leander",66.4,-999,-999
"Chiroptera","Phyllostomidae","Anoura","caudifera",10.7,-999,2
"Chiroptera","Phyllostomidae","Anoura","cultrata",17.2,-999,2
"Chiroptera","Phyllostomidae","Anoura","geoffroyi",15,-999,2
"Chiroptera","Phyllostomidae","Anoura","latidens",14.9,-999,2
"Insectivora","Soricidae","Anourosorex","squamipes",20,-999,-999
"Dasyuromorphia","Dasyuridae","Antechinus","bellus",39.4,-999,-999
"Dasyuromorphia","Dasyuridae","Antechinus","flavipes",44.8,-999,-999
"Dasyuromorphia","Dasyuridae","Antechinus","godmani",76.8,-999,-999
"Dasyuromorphia","Dasyuridae","Antechinus","leo",71.1,-999,-999
"Dasyuromorphia","Dasyuridae","Antechinus","melanurus",38.9,-999,3
"Dasyuromorphia","Dasyuridae","Antechinus","minimus",53.3,-999,-999
"Dasyuromorphia","Dasyuridae","Antechinus","naso",54.1,-999,3
"Dasyuromorphia","Dasyuridae","Antechinus","stuartii",29.7,0.00883,2
"Dasyuromorphia","Dasyuridae","Antechinus","swainsonii",65,-999,2
"Dasyuromorphia","Dasyuridae","Antechinus","wilhelmina",-999,-999,3
"Chiroptera","Rhinolophidae","Anthops","ornatus",-999,-999,-999
"Artiodactyla","Bovidae","Antidorcas","marsupialis",33200,-999,1
"Artiodactyla","Antilocapridae","Antilocapra","americana",46900,8.16,1
"Artiodactyla","Bovidae","Antilope","cervicapra",35900,0.63,1
"Chiroptera","Vespertilionidae","Antrozous","dubiaquercus",22,-999,3
"Chiroptera","Vespertilionidae","Antrozous","pallidus",22.2,-999,3
"Carnivora","Mustelidae","Aonyx","capensis",19000,100,2
"Carnivora","Mustelidae","Aonyx","congicus",21600,-999,2
"Primates","Cebidae","Aotus","azarai",963,-999,2
"Primates","Cebidae","Aotus","brumbacki",603,-999,2
"Primates","Cebidae","Aotus","hershkovitzi",800,-999,2
"Primates","Cebidae","Aotus","infulatus",800,-999,2
"Primates","Cebidae","Aotus","lemurinus",881,-999,2
"Primates","Cebidae","Aotus","miconax",800,-999,2
"Primates","Cebidae","Aotus","nancymaae",795,-999,2
"Primates","Cebidae","Aotus","nigriceps",1060,-999,2
"Primates","Cebidae","Aotus","trivirgatus",912,0.02,2
"Primates","Cebidae","Aotus","vociferans",873,-999,1
"Rodentia","Aplodontidae","Aplodontia","rufa",806,0.00135,1
"Rodentia","Muridae","Apodemus","agrarius",21.1,-999,-999
"Rodentia","Muridae","Apodemus","alpicola",-999,-999,-999
"Rodentia","Muridae","Apodemus","argenteus",-999,-999,-999
"Rodentia","Muridae","Apodemus","arianus",-999,-999,-999
"Rodentia","Muridae","Apodemus","chevrieri",-999,-999,-999
"Rodentia","Muridae","Apodemus","draco",-999,-999,-999
"Rodentia","Muridae","Apodemus","flavicollis",31.6,0.00127,-999
"Rodentia","Muridae","Apodemus","fulvipectus",-999,-999,-999
"Rodentia","Muridae","Apodemus","gurkha",-999,-999,-999
"Rodentia","Muridae","Apodemus","hermonensis",20.7,-999,-999
"Rodentia","Muridae","Apodemus","hyrcanicus",-999,-999,-999
"Rodentia","Muridae","Apodemus","latronum",-999,-999,-999
"Rodentia","Muridae","Apodemus","mystacinus",43.9,-999,-999
"Rodentia","Muridae","Apodemus","peninsulae",-999,-999,-999
"Rodentia","Muridae","Apodemus","ponticus",-999,-999,-999
"Rodentia","Muridae","Apodemus","rusiges",-999,-999,-999
"Rodentia","Muridae","Apodemus","semotus",25.8,-999,-999
"Rodentia","Muridae","Apodemus","speciosus",43.7,-999,-999
"Rodentia","Muridae","Apodemus","sylvaticus",21.9,0.00713,2
"Rodentia","Muridae","Apodemus","uralensis",18.3,-999,-999
"Rodentia","Muridae","Apodemus","wardi",-999,-999,-999
"Rodentia","Muridae","Apomys","abrae",34.9,-999,-999
"Rodentia","Muridae","Apomys","datae",34.9,-999,-999
"Rodentia","Muridae","Apomys","hylocoetes",34.9,-999,-999
"Rodentia","Muridae","Apomys","insignis",34.9,-999,-999
"Rodentia","Muridae","Apomys","littoralis",31,-999,-999
"Rodentia","Muridae","Apomys","microdon",35,-999,2
"Rodentia","Muridae","Apomys","musculus",21.2,0.00268,2
"Rodentia","Muridae","Apomys","sacobianus",34.9,-999,-999
"Chiroptera","Pteropodidae","Aproteles","bulmerae",619,-999,1
"Rodentia","Muridae","Arborimus","albipes",23,-999,1
"Rodentia","Muridae","Arborimus","longicaudus",21.8,-999,1
"Rodentia","Muridae","Arborimus","pomo",32.5,-999,1
"Rodentia","Muridae","Archboldomys","luzonensis",35.4,-999,3
"Carnivora","Viverridae","Arctictis","binturong",13000,-999,1
"Primates","Loridae","Arctocebus","aureus",235,-999,-999
"Primates","Loridae","Arctocebus","calabarensis",258,-999,2
"Carnivora","Otariidae","Arctocephalus","australis",68300,-999,2
"Carnivora","Otariidae","Arctocephalus","forsteri",101000,-999,2
"Carnivora","Mustelidae","Arctonyx","collaris",8170,-999,2
"Chiroptera","Phyllostomidae","Ardops","nichollsi",19.1,-999,1
"Chiroptera","Phyllostomidae","Ariteus","flavescens",-999,-999,-999
"Chiroptera","Phyllostomidae","Artibeus","amplus",60.5,-999,1
"Chiroptera","Phyllostomidae","Artibeus","anderseni",-999,-999,1
"Chiroptera","Phyllostomidae","Artibeus","aztecus",20.8,-999,1
"Chiroptera","Phyllostomidae","Artibeus","cinereus",12.7,-999,1
"Chiroptera","Phyllostomidae","Artibeus","concolor",19.6,-999,1
"Chiroptera","Phyllostomidae","Artibeus","fimbriatus",63.9,-999,1
"Chiroptera","Phyllostomidae","Artibeus","fraterculus",-999,-999,1
"Chiroptera","Phyllostomidae","Artibeus","glaucus",11.2,-999,1
"Chiroptera","Phyllostomidae","Artibeus","hartii",16.8,-999,1
"Chiroptera","Phyllostomidae","Artibeus","hirsutus",40.1,-999,1
"Chiroptera","Phyllostomidae","Artibeus","inopinatus",-999,-999,1
"Chiroptera","Phyllostomidae","Artibeus","jamaicensis",41.6,-999,2
"Chiroptera","Phyllostomidae","Artibeus","lituratus",59.3,-999,1
"Chiroptera","Phyllostomidae","Artibeus","obscurus",35.6,-999,1
"Chiroptera","Phyllostomidae","Artibeus","phaeotis",11.7,-999,2
"Chiroptera","Phyllostomidae","Artibeus","planirostris",47,-999,1
"Chiroptera","Phyllostomidae","Artibeus","toltecus",15.4,-999,1
"Rodentia","Muridae","Arvicanthis","abyssinicus",73.4,-999,-999
"Rodentia","Muridae","Arvicanthis","blicki",128,-999,-999
"Rodentia","Muridae","Arvicanthis","nairobae",-999,-999,-999
"Rodentia","Muridae","Arvicanthis","niloticus",95.8,-999,-999
"Rodentia","Muridae","Arvicanthis","somalicus",-999,-999,-999
"Rodentia","Muridae","Arvicola","sapidus",220,-999,-999
"Rodentia","Muridae","Arvicola","terrestris",120,-999,-999
"Chiroptera","Rhinolophidae","Asellia","patrizii",-999,-999,-999
"Primates","Cebidae","Ateles","belzebuth",6720,2.31,1
"Primates","Cebidae","Ateles","chamek",7130,1.19,1
"Primates","Cebidae","Ateles","fusciceps",9070,-999,1
"Primates","Cebidae","Ateles","geoffroyi",7610,0.74,1
"Primates","Cebidae","Ateles","marginatus",6240,-999,1
"Primates","Cebidae","Ateles","paniscus",8710,1.39,2
"Carnivora","Canidae","Atelocynus","microtis",8360,-999,3
"Rodentia","Hystricidae","Atherurus","africanus",2880,0.12,2
"Rodentia","Hystricidae","Atherurus","macrourus",2000,-999,2
"Carnivora","Herpestidae","Atilax","paludinosus",3600,1.73,2
"Rodentia","Sciuridae","Atlantoxerus","getulus",251,-999,-999
"Rodentia","Muridae","Auliscomys","boliviensis",71,-999,-999
"Rodentia","Muridae","Auliscomys","micropus",70.8,-999,2
"Rodentia","Muridae","Auliscomys","pictus",54.7,-999,-999
"Rodentia","Muridae","Auliscomys","sublimis",38,-999,-999
"Cetacea","Phocoenidae","Australophocaena","dioptrica",65000,-999,-999
"Primates","Indridae","Avahi","laniger",1020,0.01,1
"Artiodactyla","Cervidae","Axis","axis",69500,0.68,-999
"Artiodactyla","Cervidae","Axis","calamianensis",39500,-999,-999
"Artiodactyla","Cervidae","Axis","kuhlii",55000,-999,1
"Artiodactyla","Cervidae","Axis","porcinus",37100,0.53,1
"Artiodactyla","Suidae","Babyrousa","babyrussa",91700,-999,2
"Rodentia","Muridae","Baiomys","musculus",9,-999,1
"Rodentia","Muridae","Baiomys","taylori",7.44,0.000389,1
"Cetacea","Balaenidae","Balaena","mysticetus",79700000,-999,3
"Cetacea","Balaenopteridae","Balaenoptera","acutorostrata",5590000,-999,3
"Cetacea","Balaenopteridae","Balaenoptera","borealis",22100000,-999,3
"Cetacea","Balaenopteridae","Balaenoptera","edeni",2e+07,-999,3
"Cetacea","Balaenopteridae","Balaenoptera","musculus",1.54e+08,-999,3
"Cetacea","Balaenopteridae","Balaenoptera","physalus",47500000,-999,3
"Chiroptera","Emballonuridae","Balantiopteryx","infusca",-999,-999,-999
"Chiroptera","Emballonuridae","Balantiopteryx","io",3.96,-999,-999
"Chiroptera","Emballonuridae","Balantiopteryx","plicata",6.56,-999,3
"Chiroptera","Pteropodidae","Balionycteris","maculata",14.4,-999,1
"Rodentia","Muridae","Bandicota","bengalensis",227,-999,-999
"Rodentia","Muridae","Bandicota","indica",583,-999,-999
"Rodentia","Muridae","Bandicota","savilei",260,-999,-999
"Chiroptera","Vespertilionidae","Barbastella","barbastellus",8.25,-999,3
"Chiroptera","Vespertilionidae","Barbastella","leucomelas",15.1,-999,-999
"Carnivora","Procyonidae","Bassaricyon","alleni",1240,-999,-999
"Carnivora","Procyonidae","Bassaricyon","beddardi",1240,-999,-999
"Carnivora","Procyonidae","Bassaricyon","gabbii",1250,-999,2
"Xenarthra","Bradypodidae","Bradypus","tridactylus",4280,-999,1
"Xenarthra","Bradypodidae","Bradypus","variegatus",3860,0.01,1
"Rodentia","Echimyidae","Brotomys","contractus",-999,-999,-999
"Rodentia","Echimyidae","Brotomys","voratus",-999,-999,-999
"Artiodactyla","Bovidae","Bubalus","bubalis",919000,3.7,1
"Artiodactyla","Bovidae","Bubalus","depressicornis",255000,-999,1
"Artiodactyla","Bovidae","Bubalus","mephistopheles",-999,-999,-999
"Carnivora","Otariidae","Arctocephalus","galapagoensis",39500,-999,2
"Carnivora","Otariidae","Arctocephalus","gazella",96600,-999,3
"Carnivora","Otariidae","Arctocephalus","philippii",95000,-999,2
"Carnivora","Otariidae","Arctocephalus","pusillus",179000,-999,3
"Carnivora","Otariidae","Arctocephalus","townsendi",101000,-999,3
"Carnivora","Otariidae","Arctocephalus","tropicalis",92200,-999,2
"Carnivora","Viverridae","Arctogalidia","trivirgata",2320,-999,2
"Chiroptera","Rhinolophidae","Asellia","tridens",12.9,-999,3
"Chiroptera","Rhinolophidae","Aselliscus","stoliczkanus",6.07,-999,3
"Chiroptera","Rhinolophidae","Aselliscus","tricuspidatus",4.09,-999,3
"Insectivora","Erinaceidae","Atelerix","albiventris",329,-999,2
"Insectivora","Erinaceidae","Atelerix","algirus",958,-999,2
"Insectivora","Erinaceidae","Atelerix","frontalis",345,-999,2
"Insectivora","Erinaceidae","Atelerix","sclateri",-999,-999,-999
"Carnivora","Procyonidae","Bassaricyon","lasius",1200,-999,-999
"Carnivora","Procyonidae","Bassaricyon","pauli",1200,-999,-999
"Carnivora","Procyonidae","Bassariscus","astutus",1020,0.74,2
"Carnivora","Procyonidae","Bassariscus","sumichrasti",906,-999,2
"Rodentia","Bathyergidae","Bathyergus","janetta",389,-999,1
"Rodentia","Bathyergidae","Bathyergus","suillus",830,0.0021,1
"Rodentia","Muridae","Batomys","dentatus",-999,-999,-999
"Rodentia","Muridae","Batomys","granti",170,0.00155,-999
"Rodentia","Muridae","Batomys","salomonseni",186,-999,-999
"Carnivora","Herpestidae","Bdeogale","crassicauda",1720,-999,3
"Carnivora","Herpestidae","Bdeogale","jacksoni",2500,-999,3
"Carnivora","Herpestidae","Bdeogale","nigripes",2620,-999,2
"Rodentia","Muridae","Beamys","hindei",75.8,-999,-999
"Rodentia","Muridae","Beamys","major",-999,-999,-999
"Rodentia","Sciuridae","Belomys","pearsonii",-999,-999,-999
"Cetacea","Ziphiidae","Berardius","arnuxii",7e+06,-999,3
"Cetacea","Ziphiidae","Berardius","bairdii",11400000,-999,3
"Rodentia","Muridae","Berylmys","berdmorei",-999,-999,-999
"Rodentia","Muridae","Berylmys","bowersi",351,-999,-999
"Rodentia","Muridae","Berylmys","mackenziei",-999,-999,-999
"Rodentia","Muridae","Berylmys","manipulus",-999,-999,-999
"Diprotodontia","Potoroidae","Bettongia","gaimardi",1660,0.41,-999
"Diprotodontia","Potoroidae","Bettongia","lesueur",1450,-999,-999
"Diprotodontia","Potoroidae","Bettongia","penicillata",1260,-999,-999
"Rodentia","Muridae","Bibimys","chacoensis",28,-999,-999
"Rodentia","Muridae","Bibimys","labiosus",-999,-999,-999
"Rodentia","Muridae","Bibimys","torresi",28,-999,-999
"Artiodactyla","Bovidae","Bison","bison",620000,47.7,1
"Artiodactyla","Bovidae","Bison","bonasus",673000,7.92,1
"Rodentia","Sciuridae","Biswamoyopterus","biswasi",-999,-999,-999
"Rodentia","Muridae","Blanfordimys","afghanus",-999,-999,-999
"Rodentia","Muridae","Blanfordimys","bucharicus",-999,-999,-999
"Insectivora","Soricidae","Blarina","brevicauda",18.4,0.00355,2
"Insectivora","Soricidae","Blarina","carolinensis",11.6,0.00997,2
"Insectivora","Soricidae","Blarina","hylophaga",14.5,-999,-999
"Insectivora","Soricidae","Blarinella","quadraticauda",12.5,-999,-999
"Insectivora","Soricidae","Blarinella","wardi",-999,-999,-999
"Rodentia","Muridae","Blarinomys","breviceps",36.8,-999,3
"Artiodactyla","Cervidae","Blastocerus","dichotomus",111000,-999,1
"Rodentia","Muridae","Bolomys","amoenus",27.1,-999,-999
"Rodentia","Muridae","Bolomys","lactens",32.9,-999,-999
"Rodentia","Muridae","Bolomys","lasiurus",39.9,-999,2
"Rodentia","Muridae","Bolomys","obscurus",40.7,-999,2
"Rodentia","Muridae","Bolomys","punctulatus",37.3,-999,-999
"Rodentia","Muridae","Bolomys","temchuki",47.2,-999,-999
"Chiroptera","Pteropodidae","Boneia","bidens",-999,-999,-999
"Rodentia","Echimyidae","Boromys","offella",-999,-999,-999
"Rodentia","Echimyidae","Boromys","torrei",-999,-999,-999
"Artiodactyla","Bovidae","Bos","frontalis",8e+05,-999,1
"Artiodactyla","Bovidae","Bos","grunniens",5e+05,-999,1
"Artiodactyla","Bovidae","Bos","javanicus",627000,-999,1
"Artiodactyla","Bovidae","Bos","sauveli",786000,-999,1
"Artiodactyla","Bovidae","Bos","taurus",613000,10.2,-999
"Artiodactyla","Bovidae","Boselaphus","tragocamelus",181000,-999,1
"Rodentia","Muridae","Brachiones","przewalskii",-999,-999,-999
"Lagomorpha","Leporidae","Brachylagus","idahoensis",443,0.00379,1
"Chiroptera","Phyllostomidae","Brachyphylla","cavernarum",45.4,-999,2
"Chiroptera","Phyllostomidae","Brachyphylla","nana",36.9,-999,-999
"Rodentia","Muridae","Brachytarsomys","albicauda",210,-999,1
"Primates","Cebidae","Brachyteles","arachnoides",10600,1.06,2
"Rodentia","Muridae","Brachyuromys","betsileoensis",93.6,-999,-999
"Rodentia","Muridae","Brachyuromys","ramirohitra",92.4,-999,-999
"Xenarthra","Bradypodidae","Bradypus","torquatus",4480,0.03,2
"Artiodactyla","Bovidae","Bubalus","mindorensis",251000,-999,1
"Artiodactyla","Bovidae","Bubalus","quarlesi",180000,-999,1
"Artiodactyla","Bovidae","Budorcas","taxicolor",291000,-999,1
"Rodentia","Muridae","Bullimus","bagobus",395,-999,-999
"Rodentia","Muridae","Bullimus","luzonicus",-999,-999,-999
"Lagomorpha","Leporidae","Bunolagus","monticularis",1750,0.14,1
"Rodentia","Muridae","Bunomys","andrewsi",-999,-999,-999
"Rodentia","Muridae","Bunomys","chrysocomus",111,-999,-999
"Rodentia","Muridae","Bunomys","coelestis",-999,-999,-999
"Rodentia","Muridae","Bunomys","fratrorum",130,-999,-999
"Rodentia","Muridae","Bunomys","heinrichi",-999,-999,-999
"Rodentia","Muridae","Bunomys","penitus",-999,-999,-999
"Rodentia","Muridae","Bunomys","prolatus",-999,-999,-999
"Diprotodontia","Burramyidae","Burramys","parvus",44.3,-999,2
"Xenarthra","Dasypodidae","Cabassous","centralis",3810,-999,3
"Xenarthra","Dasypodidae","Cabassous","chacoensis",1490,-999,3
"Xenarthra","Dasypodidae","Cabassous","tatouay",5350,-999,3
"Xenarthra","Dasypodidae","Cabassous","unicinctus",4140,-999,3
"Primates","Cebidae","Cacajao","calvus",3420,-999,2
"Primates","Cebidae","Cacajao","melanocephalus",3140,-999,2
"Paucituberculata","Caenolestidae","Caenolestes","caniventer",40,-999,2
"Paucituberculata","Caenolestidae","Caenolestes","convelatus",31.9,-999,3
"Paucituberculata","Caenolestidae","Caenolestes","fuliginosus",30.6,-999,2
"Insectivora","Chrysochloridae","Calcochloris","obtusirostris",24.1,-999,3
