"Order","Family","Genus","Species","BodyMass","HomeRange_km2","Diet"
"Insectivora","Soricidae","Cryptotis","goodwini",7,-999,-999
"Insectivora","Soricidae","Cryptotis","gracilis",-999,-999,-999
"Insectivora","Soricidae","Cryptotis","hondurensis",-999,-999,-999
"Insectivora","Soricidae","Cryptotis","magna",7,-999,-999
"Insectivora","Soricidae","Cryptotis","meridensis",12.3,-999,3
"Insectivora","Soricidae","Cryptotis","mexicana",7,-999,-999
"Insectivora","Soricidae","Cryptotis","montivaga",11.2,-999,3
"Insectivora","Soricidae","Cryptotis","nigrescens",8.32,-999,-999
"Insectivora","Soricidae","Cryptotis","parva",4.85,0.00145,2
"Insectivora","Soricidae","Cryptotis","squamipes",11,-999,3
"Insectivora","Soricidae","Cryptotis","thomasi",12.6,-999,3
"Rodentia","Ctenodactylidae","Ctenodactylus","gundi",289,-999,-999
"Rodentia","Ctenodactylidae","Ctenodactylus","vali",174,-999,1
"Rodentia","Ctenomyidae","Ctenomys","argentinus",221,-999,1
"Rodentia","Ctenomyidae","Ctenomys","australis",403,-999,1
"Rodentia","Ctenomyidae","Ctenomys","azarae",400,-999,1
"Rodentia","Ctenomyidae","Ctenomys","boliviensis",535,-999,1
"Rodentia","Ctenomyidae","Ctenomys","bonettoi",202,-999,1
"Rodentia","Ctenomyidae","Ctenomys","brasiliensis",-999,-999,-999
"Rodentia","Ctenomyidae","Ctenomys","colburni",400,-999,1
"Rodentia","Ctenomyidae","Ctenomys","conoveri",860,-999,1
"Rodentia","Ctenomyidae","Ctenomys","dorsalis",166,-999,1
"Rodentia","Ctenomyidae","Ctenomys","emilianus",285,-999,1
"Rodentia","Ctenomyidae","Ctenomys","frater",173,-999,1
"Rodentia","Ctenomyidae","Ctenomys","fulvus",280,-999,1
"Rodentia","Ctenomyidae","Ctenomys","haigi",164,3.28e-05,-999
"Rodentia","Ctenomyidae","Ctenomys","knighti",316,-999,1
"Rodentia","Ctenomyidae","Ctenomys","latro",192,-999,1
"Rodentia","Ctenomyidae","Ctenomys","leucodon",244,-999,1
"Rodentia","Ctenomyidae","Ctenomys","lewisi",117,-999,1
"Rodentia","Ctenomyidae","Ctenomys","magellanicus",272,-999,1
"Rodentia","Ctenomyidae","Ctenomys","maulinus",254,-999,-999
"Rodentia","Ctenomyidae","Ctenomys","mendocinus",179,-999,1
"Rodentia","Ctenomyidae","Ctenomys","minutus",92,-999,1
"Rodentia","Ctenomyidae","Ctenomys","nattereri",400,-999,-999
"Rodentia","Ctenomyidae","Ctenomys","occultus",150,-999,1
"Rodentia","Ctenomyidae","Ctenomys","opimus",327,-999,1
"Rodentia","Ctenomyidae","Ctenomys","pearsoni",212,-999,1
"Rodentia","Ctenomyidae","Ctenomys","perrensis",400,-999,1
"Rodentia","Ctenomyidae","Ctenomys","peruanus",489,-999,1
"Rodentia","Ctenomyidae","Ctenomys","pontifex",400,-999,1
"Rodentia","Ctenomyidae","Ctenomys","porteousi",192,-999,1
"Rodentia","Ctenomyidae","Ctenomys","saltarius",230,-999,1
"Rodentia","Ctenomyidae","Ctenomys","sericeus",400,-999,1
"Rodentia","Ctenomyidae","Ctenomys","sociabilis",400,-999,-999
"Rodentia","Ctenomyidae","Ctenomys","steinbachi",385,-999,1
"Rodentia","Ctenomyidae","Ctenomys","talarum",141,2.05e-05,1
"Rodentia","Ctenomyidae","Ctenomys","torquatus",210,-999,1
"Rodentia","Ctenomyidae","Ctenomys","tuconax",249,-999,1
"Rodentia","Ctenomyidae","Ctenomys","tucumanus",217,-999,1
"Rodentia","Ctenomyidae","Ctenomys","validus",233,-999,1
"Carnivora","Canidae","Cuon","alpinus",15900,34.3,3
"Xenarthra","Myrmecophagidae","Cyclopes","didactylus",255,0.03,3
"Carnivora","Herpestidae","Cynictis","penicillata",694,1.89,3
"Dermoptera","Cynocephalidae","Cynocephalus","variegatus",1110,-999,1
"Dermoptera","Cynocephalidae","Cynocephalus","volans",1250,0.07,1
"Carnivora","Viverridae","Cynogale","bennettii",4250,-999,2
"Rodentia","Sciuridae","Cynomys","gunnisoni",798,0.00723,2
"Rodentia","Sciuridae","Cynomys","leucurus",964,0.05,1
"Rodentia","Sciuridae","Cynomys","ludovicianus",797,0.00179,1
"Rodentia","Sciuridae","Cynomys","mexicanus",900,-999,1
"Rodentia","Sciuridae","Cynomys","parvidens",900,-999,1
"Chiroptera","Pteropodidae","Cynopterus","brachyotis",33.5,-999,1
"Chiroptera","Pteropodidae","Cynopterus","horsfieldi",55.9,-999,1
"Chiroptera","Pteropodidae","Cynopterus","nusatenggara",-999,-999,-999
"Chiroptera","Pteropodidae","Cynopterus","sphinx",44.3,-999,1
"Chiroptera","Pteropodidae","Cynopterus","titthaecheilus",60.4,-999,-999
"Carnivora","Phocidae","Cystophora","cristata",279000,-999,2
"Chiroptera","Emballonuridae","Cyttarops","alecto",5.3,-999,-999
"Rodentia","Muridae","Dacnomys","millardi",-999,-999,-999
"Rodentia","Echimyidae","Dactylomys","boliviensis",729,-999,-999
"Rodentia","Echimyidae","Dactylomys","dactylinus",650,0.00168,2
"Rodentia","Echimyidae","Dactylomys","peruanus",382,-999,-999
"Diprotodontia","Petauridae","Dactylopsila","megalura",-999,-999,2
"Diprotodontia","Petauridae","Dactylopsila","palpator",371,-999,2
"Diprotodontia","Petauridae","Dactylopsila","tatei",252,-999,2
"Diprotodontia","Petauridae","Dactylopsila","trivirgata",413,0.09,2
"Artiodactyla","Cervidae","Dama","dama",56200,0.71,1
"Artiodactyla","Cervidae","Dama","mesopotamica",74400,-999,-999
"Artiodactyla","Bovidae","Damaliscus","hunteri",78600,-999,1
"Artiodactyla","Bovidae","Damaliscus","lunatus",131000,-999,1
"Artiodactyla","Bovidae","Damaliscus","pygargus",76700,-999,-999
"Dasyuromorphia","Dasyuridae","Dasycercus","byrnei",112,-999,3
"Dasyuromorphia","Dasyuridae","Dasycercus","cristicauda",101,-999,3
"Dasyuromorphia","Dasyuridae","Dasykaluta","rosamondae",32.8,-999,-999
"Rodentia","Muridae","Dasymys","foxi",-999,-999,-999
"Rodentia","Muridae","Dasymys","incomtus",128,-999,-999
"Rodentia","Muridae","Dasymys","montanus",-999,-999,-999
"Rodentia","Muridae","Dasymys","nudipes",-999,-999,-999
"Rodentia","Muridae","Dasymys","rufulus",-999,-999,-999
"Rodentia","Dasyproctidae","Dasyprocta","azarae",2980,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","coibae",-999,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","cristata",2650,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","fuliginosa",3500,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","guamara",2650,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","kalinowskii",2650,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","leporina",3020,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","mexicana",5000,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","prymnolopha",2900,-999,1
"Rodentia","Dasyproctidae","Dasyprocta","punctata",2310,-999,1
"Chiroptera","Emballonuridae","Emballonura","furax",-999,-999,-999
"Chiroptera","Emballonuridae","Emballonura","monticola",5.35,-999,3
"Chiroptera","Emballonuridae","Emballonura","raffrayana",5.57,-999,-999
"Chiroptera","Emballonuridae","Emballonura","semicaudata",6.29,-999,-999
"Carnivora","Mustelidae","Enhydra","lutris",27500,3.44,2
"Rodentia","Muridae","Eolagurus","luteus",26,-999,-999
"Rodentia","Muridae","Eolagurus","przewalskii",-999,-999,-999
"Chiroptera","Pteropodidae","Eonycteris","major",74.1,-999,1
"Chiroptera","Pteropodidae","Eonycteris","spelaea",58.7,-999,2
"Rodentia","Muridae","Eothenomys","chinensis",-999,-999,-999
"Rodentia","Muridae","Eothenomys","custos",-999,-999,-999
"Rodentia","Muridae","Eothenomys","eva",-999,-999,-999
"Rodentia","Muridae","Eothenomys","inez",-999,-999,-999
"Rodentia","Muridae","Eothenomys","melanogaster",19.6,-999,-999
"Rodentia","Muridae","Eothenomys","olitor",-999,-999,-999
"Rodentia","Muridae","Eothenomys","proditor",-999,-999,-999
"Rodentia","Muridae","Eothenomys","regulus",-999,-999,-999
"Rodentia","Muridae","Eothenomys","shanseius",-999,-999,-999
"Rodentia","Dipodidae","Eozapus","setchuanus",-999,-999,-999
"Rodentia","Sciuridae","Epixerus","ebii",598,-999,1
"Rodentia","Sciuridae","Epixerus","wilsoni",422,-999,-999
"Chiroptera","Pteropodidae","Epomophorus","angolensis",-999,-999,-999
"Chiroptera","Pteropodidae","Epomophorus","gambianus",128,-999,1
"Chiroptera","Pteropodidae","Epomophorus","grandis",-999,-999,1
"Chiroptera","Pteropodidae","Epomophorus","labiatus",63.9,-999,1
"Chiroptera","Pteropodidae","Epomophorus","minimus",-999,-999,-999
"Chiroptera","Pteropodidae","Epomophorus","wahlbergi",92.8,-999,1
"Chiroptera","Pteropodidae","Epomops","buettikoferi",134,-999,1
"Rodentia","Dipodidae","Euchoreutes","naso",-999,-999,-999
"Chiroptera","Vespertilionidae","Euderma","maculatum",16.2,-999,3
"Chiroptera","Vespertilionidae","Eudiscopus","denticulus",-999,-999,-999
"Primates","Lemuridae","Eulemur","coronatus",1700,0.05,2
"Primates","Lemuridae","Eulemur","fulvus",2390,0.05,1
"Primates","Lemuridae","Eulemur","macaco",2480,0.03,2
"Primates","Lemuridae","Eulemur","mongoz",1770,0.05,2
"Primates","Lemuridae","Eulemur","rubriventer",2040,0.13,2
"Carnivora","Otariidae","Eumetopias","jubatus",384000,-999,2
"Chiroptera","Molossidae","Eumops","auripendulus",28.4,-999,-999
"Chiroptera","Molossidae","Eumops","bonariensis",12.1,-999,3
"Chiroptera","Molossidae","Eumops","dabbenei",98,-999,-999
"Chiroptera","Molossidae","Eumops","glaucinus",35.9,-999,3
"Chiroptera","Molossidae","Eumops","hansae",15.3,-999,-999
"Rodentia","Dasyproctidae","Dasyprocta","ruatanica",-999,-999,1
"Xenarthra","Dasypodidae","Dasypus","hybridus",1500,-999,2
"Xenarthra","Dasypodidae","Dasypus","kappleri",9700,-999,2
"Xenarthra","Dasypodidae","Dasypus","novemcinctus",4000,0.04,2
"Xenarthra","Dasypodidae","Dasypus","pilosus",4440,-999,2
"Xenarthra","Dasypodidae","Dasypus","sabanicola",1150,-999,3
"Xenarthra","Dasypodidae","Dasypus","septemcinctus",1530,-999,2
"Dasyuromorphia","Dasyuridae","Dasyurus","albopunctatus",618,-999,2
"Dasyuromorphia","Dasyuridae","Dasyurus","geoffroii",1140,2.76,3
"Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus",484,0.02,-999
"Dasyuromorphia","Dasyuridae","Dasyurus","maculatus",3360,1.37,2
"Dasyuromorphia","Dasyuridae","Dasyurus","spartacus",906,-999,2
"Dasyuromorphia","Dasyuridae","Dasyurus","viverrinus",1130,0.34,2
"Primates","Daubentoniidae","Daubentonia","madagascariensis",2750,0.06,2
"Rodentia","Muridae","Delanymys","brooksi",4.99,-999,-999
"Rodentia","Muridae","Delomys","dorsalis",67.5,-999,-999
"Rodentia","Muridae","Delomys","sublineatus",90,-999,-999
"Cetacea","Monodontidae","Delphinapterus","leucas",1380000,-999,3
"Cetacea","Delphinidae","Delphinus","delphis",79300,-999,-999
"Scandentia","Tupaiidae","Dendrogale","melanura",60,-999,-999
"Scandentia","Tupaiidae","Dendrogale","murina",50,-999,-999
"Hyracoidea","Procaviidae","Dendrohyrax","arboreus",3370,-999,1
"Hyracoidea","Procaviidae","Dendrohyrax","dorsalis",3180,-999,1
"Hyracoidea","Procaviidae","Dendrohyrax","validus",2710,-999,-999
"Diprotodontia","Macropodidae","Dendrolagus","bennettianus",10500,-999,-999
"Diprotodontia","Macropodidae","Dendrolagus","dorianus",8990,-999,2
"Diprotodontia","Macropodidae","Dendrolagus","goodfellowi",8010,-999,1
"Diprotodontia","Macropodidae","Dendrolagus","inustus",12600,-999,1
"Diprotodontia","Macropodidae","Dendrolagus","lumholtzi",6650,0.01,-999
"Diprotodontia","Macropodidae","Dendrolagus","matschiei",8320,0.23,1
"Diprotodontia","Macropodidae","Dendrolagus","scottae",10000,-999,1
"Diprotodontia","Macropodidae","Dendrolagus","spadix",8470,-999,1
"Diprotodontia","Macropodidae","Dendrolagus","ursinus",13300,-999,1
"Rodentia","Muridae","Dendromus","insignis",-999,-999,-999
"Rodentia","Muridae","Dendromus","kahuziensis",-999,-999,-999
"Rodentia","Muridae","Dendromus","kivu",-999,-999,-999
"Rodentia","Muridae","Dendromus","lovati",12,-999,-999
"Rodentia","Muridae","Dendromus","melanotis",9.1,-999,-999
"Rodentia","Muridae","Dendromus","mesomelas",10.2,-999,-999
"Rodentia","Muridae","Dendromus","messorius",-999,-999,-999
"Rodentia","Muridae","Dendromus","mystacalis",8.18,-999,-999
"Rodentia","Muridae","Dendromus","nyikae",15,-999,-999
"Rodentia","Muridae","Dendromus","oreas",-999,-999,-999
"Rodentia","Muridae","Dendromus","vernayi",-999,-999,-999
"Rodentia","Muridae","Dendroprionomys","rousseloti",-999,-999,-999
"Rodentia","Muridae","Deomys","ferrugineus",57.6,-999,-999
"Rodentia","Muridae","Dephomys","defua",43,-999,-999
"Rodentia","Muridae","Dephomys","eburnea",52.5,-999,-999
"Insectivora","Talpidae","Desmana","moschata",412,0.00493,2
"Rodentia","Muridae","Desmodilliscus","braueri",10,-999,-999
"Rodentia","Muridae","Desmodillus","auricularis",54.9,-999,1
"Chiroptera","Phyllostomidae","Desmodus","rotundus",33,-999,3
"Rodentia","Muridae","Desmomys","harringtoni",90,-999,-999
"Chiroptera","Phyllostomidae","Diaemus","youngi",36.5,-999,3
"Perissodactyla","Rhinocerotidae","Dicerorhinus","sumatrensis",1030000,12,1
"Perissodactyla","Rhinocerotidae","Diceros","bicornis",977000,11.6,1
"Chiroptera","Emballonuridae","Diclidurus","albus",16.4,-999,3
"Chiroptera","Emballonuridae","Diclidurus","ingens",12.3,-999,-999
"Chiroptera","Emballonuridae","Diclidurus","isabellus",12.5,-999,-999
"Chiroptera","Emballonuridae","Diclidurus","scutatus",13.5,-999,-999
"Rodentia","Muridae","Dicrostonyx","exsul",-999,-999,-999
"Rodentia","Muridae","Dicrostonyx","groenlandicus",58.7,0.00739,-999
"Rodentia","Muridae","Dicrostonyx","hudsonius",57,-999,-999
"Rodentia","Muridae","Dicrostonyx","kilangmiutak",-999,-999,-999
"Rodentia","Muridae","Dicrostonyx","nelsoni",-999,-999,-999
"Rodentia","Muridae","Dicrostonyx","nunatakensis",-999,-999,-999
"Rodentia","Muridae","Dicrostonyx","richardsoni",-999,-999,-999
"Rodentia","Muridae","Dicrostonyx","rubricatus",46.9,-999,-999
"Rodentia","Muridae","Dicrostonyx","torquatus",78.8,-999,-999
"Rodentia","Muridae","Dicrostonyx","unalascensis",-999,-999,-999
"Rodentia","Muridae","Dicrostonyx","vinogradovi",-999,-999,-999
"Didelphimorphia","Didelphidae","Didelphis","albiventris",1040,0.00406,2
"Didelphimorphia","Didelphidae","Didelphis","aurita",1110,-999,2
"Didelphimorphia","Didelphidae","Didelphis","marsupialis",1150,0.17,2
"Didelphimorphia","Didelphidae","Didelphis","virginiana",2470,0.58,2
"Rodentia","Muridae","Dinaromys","bogdanovi",56,-999,-999
"Rodentia","Dinomyidae","Dinomys","branickii",12500,-999,1
"Rodentia","Muridae","Diomys","crumpi",-999,-999,-999
"Chiroptera","Phyllostomidae","Diphylla","ecaudata",28.1,-999,3
"Carnivora","Viverridae","Diplogale","hosei",-999,-999,2
"Insectivora","Soricidae","Diplomesodon","pulchellum",11,-999,-999
"Rodentia","Echimyidae","Diplomys","caniceps",394,-999,1
"Rodentia","Echimyidae","Diplomys","labilis",282,-999,1
"Rodentia","Echimyidae","Diplomys","rufodorsalis",145,-999,1
"Rodentia","Muridae","Diplothrix","legatus",-999,-999,-999
"Rodentia","Heteromyidae","Dipodomys","agilis",60.2,0.00243,-999
"Rodentia","Heteromyidae","Dipodomys","californicus",85,-999,1
"Rodentia","Heteromyidae","Dipodomys","compactus",49.2,-999,-999
"Rodentia","Heteromyidae","Dipodomys","deserti",108,-999,1
"Rodentia","Heteromyidae","Dipodomys","elator",106,0.000739,2
"Rodentia","Heteromyidae","Dipodomys","elephantinus",78.3,-999,-999
"Rodentia","Heteromyidae","Dipodomys","gravipes",84,-999,-999
"Rodentia","Heteromyidae","Dipodomys","heermanni",63.2,-999,2
"Rodentia","Heteromyidae","Dipodomys","ingens",114,0.000315,2
"Rodentia","Heteromyidae","Dipodomys","insularis",38.3,-999,-999
"Rodentia","Heteromyidae","Dipodomys","margaritae",-999,-999,-999
"Rodentia","Heteromyidae","Dipodomys","merriami",37.6,0.00176,1
"Rodentia","Heteromyidae","Dipodomys","microps",56.3,0.03,2
"Rodentia","Heteromyidae","Dipodomys","nelsoni",87.9,-999,1
"Rodentia","Heteromyidae","Dipodomys","nitratoides",41.6,-999,1
"Rodentia","Heteromyidae","Dipodomys","ordii",50.4,0.00447,2
"Rodentia","Heteromyidae","Dipodomys","panamintinus",-999,-999,-999
"Rodentia","Heteromyidae","Dipodomys","phillipsii",41,-999,1
"Rodentia","Heteromyidae","Dipodomys","spectabilis",125,0.000511,2
"Rodentia","Heteromyidae","Dipodomys","stephensi",68.5,0.000794,1
"Rodentia","Heteromyidae","Dipodomys","venustus",78,-999,1
"Rodentia","Dipodidae","Dipus","sagitta",89,-999,2
"Diprotodontia","Acrobatidae","Distoechurus","pennatus",53.1,-999,2
"Chiroptera","Pteropodidae","Dobsonia","beauforti",164,-999,-999
"Chiroptera","Pteropodidae","Dobsonia","chapmani",-999,-999,-999
"Chiroptera","Pteropodidae","Dobsonia","emersa",199,-999,-999
"Chiroptera","Pteropodidae","Dobsonia","exoleta",299,-999,-999
"Chiroptera","Pteropodidae","Dobsonia","inermis",151,-999,-999
"Chiroptera","Pteropodidae","Dobsonia","minor",85.8,-999,1
"Chiroptera","Pteropodidae","Dobsonia","moluccensis",431,-999,1
"Chiroptera","Pteropodidae","Dobsonia","pannietensis",238,-999,1
"Chiroptera","Pteropodidae","Dobsonia","peroni",226,-999,1
"Chiroptera","Pteropodidae","Dobsonia","praedatrix",179,-999,1
"Chiroptera","Pteropodidae","Dobsonia","viridis",231,-999,-999
"Rodentia","Caviidae","Dolichotis","patagonum",8060,0.24,1
"Rodentia","Caviidae","Dolichotis","salinicola",1610,-999,1
"Carnivora","Herpestidae","Dologale","dybowskii",362,-999,-999
"Artiodactyla","Bovidae","Dorcatragus","megalotis",10900,-999,1
"Diprotodontia","Macropodidae","Dorcopsis","atrata",6200,-999,2
"Diprotodontia","Macropodidae","Dorcopsis","hageni",5500,-999,2
"Diprotodontia","Macropodidae","Dorcopsis","luctuosa",4960,-999,1
"Diprotodontia","Macropodidae","Dorcopsis","muelleri",5410,-999,-999
"Diprotodontia","Macropodidae","Dorcopsulus","macleayi",2780,-999,1
"Diprotodontia","Macropodidae","Dorcopsulus","vanheurni",1890,-999,1
"Rodentia","Sciuridae","Dremomys","everetti",130,-999,2
"Rodentia","Sciuridae","Dremomys","lokriah",227,-999,-999
"Rodentia","Sciuridae","Dremomys","pernyi",199,-999,-999
"Rodentia","Sciuridae","Dremomys","pyrrhomerus",-999,-999,-999
"Rodentia","Sciuridae","Dremomys","rufigenis",201,-999,-999
"Microbiotheria","Microbiotheriidae","Dromiciops","gliroides",24.9,-999,2
"Rodentia","Myoxidae","Dryomys","laniger",25.9,-999,2
"Rodentia","Myoxidae","Dryomys","nitedula",29.5,-999,2
"Rodentia","Myoxidae","Dryomys","sichuanensis",31.5,-999,-999
"Sirenia","Dugongidae","Dugong","dugon",295000,47.5,2
"Carnivora","Canidae","Dusicyon","australis",-999,-999,3
"Chiroptera","Pteropodidae","Dyacopterus","spadiceus",80.4,-999,-999
"Rodentia","Echimyidae","Echimys","blainvillei",243,-999,-999
"Rodentia","Echimyidae","Echimys","braziliensis",296,-999,-999
"Rodentia","Echimyidae","Echimys","chrysurus",610,-999,1
"Rodentia","Echimyidae","Echimys","dasythrix",260,-999,-999
"Rodentia","Echimyidae","Echimys","grandis",584,-999,-999
"Rodentia","Echimyidae","Echimys","lamarum",215,-999,-999
"Rodentia","Echimyidae","Echimys","macrurus",439,-999,-999
"Rodentia","Echimyidae","Echimys","nigrispinus",224,-999,-999
"Rodentia","Echimyidae","Echimys","pictus",519,-999,-999
"Rodentia","Echimyidae","Echimys","rhipidurus",315,-999,-999
"Rodentia","Echimyidae","Echimys","saturnus",627,-999,-999
"Rodentia","Echimyidae","Echimys","semivillosus",283,-999,1
"Rodentia","Echimyidae","Echimys","thomasi",502,-999,-999
"Rodentia","Echimyidae","Echimys","unicolor",439,-999,-999
"Rodentia","Erethizontidae","Echinoprocta","rufescens",832,-999,-999
"Insectivora","Tenrecidae","Echinops","telfairi",167,-999,3
"Insectivora","Erinaceidae","Echinosorex","gymnura",818,-999,2
"Rodentia","Muridae","Echiothrix","leucura",-999,-999,3
"Peramelemorphia","Peroryctidae","Echymipera","clara",1200,0.01,2
"Peramelemorphia","Peroryctidae","Echymipera","davidi",817,-999,-999
"Peramelemorphia","Peroryctidae","Echymipera","echinista",1200,-999,-999
"Peramelemorphia","Peroryctidae","Echymipera","kalubu",825,0.01,2
"Peramelemorphia","Peroryctidae","Echymipera","rufescens",1050,-999,-999
"Chiroptera","Phyllostomidae","Ectophylla","alba",5.51,-999,1
"Chiroptera","Pteropodidae","Eidolon","dupreanum",295,-999,1
"Chiroptera","Pteropodidae","Eidolon","helvum",252,-999,1
"Carnivora","Mustelidae","Eira","barbara",4140,11.4,2
"Artiodactyla","Cervidae","Elaphodus","cephalophus",23000,-999,-999
"Artiodactyla","Cervidae","Elaphurus","davidianus",165000,-999,1
"Rodentia","Heptaxodontidae","Elasmodontomys","obliquus",13700,-999,-999
"Macroscelidea","Macroscelididae","Elephantulus","brachyrhynchus",45.1,-999,3
"Macroscelidea","Macroscelididae","Elephantulus","edwardii",49.7,-999,-999
"Macroscelidea","Macroscelididae","Elephantulus","fuscipes",57,-999,-999
"Macroscelidea","Macroscelididae","Elephantulus","fuscus",-999,-999,3
"Macroscelidea","Macroscelididae","Elephantulus","intufi",48.9,-999,3
"Macroscelidea","Macroscelididae","Elephantulus","myurus",59.5,-999,2
"Macroscelidea","Macroscelididae","Elephantulus","revoili",32.5,-999,-999
"Macroscelidea","Macroscelididae","Elephantulus","rozeti",43.1,-999,-999
"Macroscelidea","Macroscelididae","Elephantulus","rufescens",52.8,0.00265,2
"Macroscelidea","Macroscelididae","Elephantulus","rupestris",65.6,-999,-999
"Proboscidea","Elephantidae","Elephas","maximus",3320000,38.8,1
"Rodentia","Muridae","Eligmodontia","moreni",18,-999,-999
"Rodentia","Muridae","Eligmodontia","morgani",16.5,-999,-999
"Rodentia","Muridae","Eligmodontia","puerulus",28.5,-999,-999
"Rodentia","Muridae","Eligmodontia","typus",17.4,-999,1
"Rodentia","Myoxidae","Eliomys","melanurus",100,-999,2
"Rodentia","Myoxidae","Eliomys","quercinus",115,-999,2
"Rodentia","Muridae","Eliurus","majori",100,-999,-999
"Rodentia","Muridae","Eliurus","minor",57.6,-999,-999
"Rodentia","Muridae","Eliurus","myoxinus",69.8,-999,2
"Rodentia","Muridae","Eliurus","penicillatus",100,-999,-999
"Rodentia","Muridae","Eliurus","tanala",90,-999,-999
"Rodentia","Muridae","Eliurus","webbi",61.2,-999,1
"Rodentia","Muridae","Ellobius","alaicus",-999,-999,-999
"Rodentia","Muridae","Ellobius","fuscocapillus",80,-999,1
"Rodentia","Muridae","Ellobius","lutescens",-999,-999,-999
"Rodentia","Muridae","Ellobius","talpinus",40,-999,-999
"Rodentia","Muridae","Ellobius","tancrei",-999,-999,-999
"Chiroptera","Emballonuridae","Emballonura","alecto",5.25,-999,-999
"Chiroptera","Emballonuridae","Emballonura","atrata",4.54,-999,3
"Chiroptera","Emballonuridae","Emballonura","beccarii",4.28,-999,-999
"Chiroptera","Emballonuridae","Emballonura","dianae",-999,-999,-999
"Chiroptera","Pteropodidae","Epomops","dobsoni",121,-999,-999
"Chiroptera","Pteropodidae","Epomops","franqueti",119,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","baverstocki",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","bobrinskoi",7.55,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","bottae",15.5,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","brasiliensis",9.19,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","brunneus",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","capensis",6.25,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","demissus",13,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","diminutus",6,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","douglasorum",5,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","flavescens",10.5,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","floweri",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","furinalis",7.67,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","fuscus",17.3,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","guadeloupensis",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","guineensis",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","hottentotus",30.3,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","innoxius",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","kobayashii",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","melckorum",-999,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","nasutus",7.91,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","nilssoni",10.6,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","pachyotis",8.11,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","platyops",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","pumilus",5.4,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","regulus",5.05,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","rendalli",6.37,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","sagittula",6.06,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","serotinus",23.1,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","somalicus",4.04,-999,3
"Chiroptera","Vespertilionidae","Eptesicus","tatei",-999,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","tenuipinnis",5.35,-999,-999
"Chiroptera","Vespertilionidae","Eptesicus","vulturnus",3.75,-999,3
"Perissodactyla","Equidae","Equus","asinus",180000,142,1
"Perissodactyla","Equidae","Equus","burchellii",277000,128,1
"Perissodactyla","Equidae","Equus","caballus",4e+05,15.7,1
"Perissodactyla","Equidae","Equus","grevyi",403000,-999,1
"Perissodactyla","Equidae","Equus","hemionus",236000,-999,1
"Perissodactyla","Equidae","Equus","kiang",280000,-999,-999
"Perissodactyla","Equidae","Equus","onager",205000,-999,-999
"Perissodactyla","Equidae","Equus","quagga",4e+05,-999,-999
"Perissodactyla","Equidae","Equus","zebra",277000,7.43,1
"Insectivora","Chrysochloridae","Eremitalpa","granti",22.4,0.03,2
"Rodentia","Dipodidae","Eremodipus","lichtensteini",-999,-999,-999
"Rodentia","Erethizontidae","Erethizon","dorsatum",7420,0.1,1
"Carnivora","Phocidae","Erignathus","barbatus",280000,-999,2
"Insectivora","Erinaceidae","Erinaceus","amurensis",-999,-999,3
"Insectivora","Erinaceidae","Erinaceus","concolor",714,0.01,2
"Insectivora","Erinaceidae","Erinaceus","europaeus",800,0.08,2
"Rodentia","Muridae","Eropeplus","canus",-999,-999,-999
"Chiroptera","Phyllostomidae","Erophylla","sezekorni",16,-999,1
