taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,category
8141,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus hystricosus,EN
8142,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus jagara,CR
8143,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus maidae,CR
8144,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus monteithorum,CR
8145,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus robertsi,CR
8146,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus setosus,CR
8147,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus urospinosus,EN
8148,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus crassus,EN
8149,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus diversus,EN
8150,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus neodiversus,EN
8151,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Euastacus,Euastacus yigara,CR
8152,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,THERAPHOSIDAE,Brachypelma,Brachypelma smithi,NT
8153,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,Eubalaena australis,LC
8161,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Euchondrus,Euchondrus ramonensis,CR
8162,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Euchoreutes,Euchoreutes naso,LC
8164,ANIMALIA,ARTHROPODA,MALACOSTRACA,ANASPIDACEA,PSAMMASPIDAE,Eucrenonaspides,Eucrenonaspides oinotheke,VU
8165,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eucyclogobius,Eucyclogobius newberryi,NT
8166,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Euderma,Euderma maculatum,LC
8167,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Eudiaptomus,Eudiaptomus chappuisi,DD
8168,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eudiscopus,Eudiscopus denticulus,LC
8172,ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Eudontomyzon,Eudontomyzon danfordi,LC
8173,ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Eudontomyzon,Eudontomyzon mariae,LC
8174,ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Eudontomyzon,Eudontomyzon vladykovi,LC
8181,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,BRADYBAENIDAE,Euhadra,Euhadra murayamai,DD
8182,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,BRADYBAENIDAE,Euhadra,Euhadra nachicola,DD
8183,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,BRADYBAENIDAE,Euhadra,Euhadra sadoensis,DD
8184,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,BRADYBAENIDAE,Euhadra,Euhadra scaevola ssp. mikawa,DD
8187,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Eulamprus,Eulamprus leuraensis,EN
8189,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Eulamprus,Eulamprus tympanum ssp. marnieae,EN
8199,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur coronatus,EN
8202,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur mongoz,CR
8203,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur rubriventer,VU
8204,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur albifrons,EN
8205,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur cinereiceps,CR
8206,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur collaris,EN
8207,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur fulvus,NT
8209,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur rufus,VU
8210,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur sanfordi,EN
8211,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur flavifrons,CR
8212,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,Eulemur macaco,VU
8217,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Plestiodon,Plestiodon kishinouyei,VU
8218,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Plestiodon,Plestiodon longirostris,CR
8239,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,Eumetopias jubatus,NT
8241,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,Eumops auripendulus,LC
8243,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,Eumops dabbenei,LC
8245,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,Eumops hansae,LC
8246,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,Eumops maurus,DD
8247,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,Eumops perotis,LC
8248,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,Eumops underwoodi,LC
8249,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,EUMASTACIDAE,Eumorsea,Eumorsea pinaleno,VU
8256,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euneomys,Euneomys chinchilloides,DD
8257,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euneomys,Euneomys mordax,LC
8258,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euneomys,Euneomys petersoni,LC
8261,ANIMALIA,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE,Eunice,Eunice viridis,DD
8262,ANIMALIA,CNIDARIA,ANTHOZOA,ALCYONACEA,PLEXAURIDAE,Eunicella,Eunicella verrucosa,VU
8264,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUBULINIDAE,Euonyma,Euonyma curtissima,EN
8265,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,Euoticus elegantulus,LC
8266,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,Euoticus pallidus,LC
8269,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eupetaurus,Eupetaurus cinereus,EN
8306,ANIMALIA,CHORDATA,MAMMALIA,CINGULATA,CHLAMYPHORIDAE,Euphractus,Euphractus sexcinctus,LC
8328,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea albicosta,EN
8329,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea blossomae,NT
8330,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea caespes,EN
8331,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea configurata,LC
8332,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea cordelia,VU
8333,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea dentiplaga,LC
8334,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea doretta,LC
8335,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea eboraci,LC
8336,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea eupator,LC
8337,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea euphon,VU
8338,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea gamelia,NT
8339,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea lacon,VU
8340,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea latifasciata,LC
8341,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea magou,VU
8342,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea martinii,NT
8343,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea mitra,EN
8344,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea tobleri,NT
8345,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea tripunctata,EN
8346,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea andamanensis,VU
8347,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea scherzeri,VU
8348,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea swainson,NT
8349,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea algea ssp. abjecta,VU
8350,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea algea ssp. eleutho,VU
8351,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea algea ssp. schmeltzi,VU
8352,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea crameri ssp. albomaculata,VU
8353,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea mulciber ssp. elwesii,VU
8354,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euploea,Euploea radamanthus ssp. schreiberi,VU
8371,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,Euproctus platycephalus,EN
8373,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,SPHINGIDAE,Euproserpinus,Euproserpinus wiesti,CR
8375,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Eupsophus,Eupsophus insularis,CR
8385,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,TALPIDAE,Euroscaptor,Euroscaptor mizura,LC
8386,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,TALPIDAE,Euroscaptor,Euroscaptor parvidens,DD
8391,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea nana,VU
8392,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea sosorum,VU
8393,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea tridentifera,VU
8407,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,PEGASIDAE,Eurypegasus,Eurypegasus draconis,LC
8408,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,PEGASIDAE,Eurypegasus,Eurypegasus papilio,LC
8410,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euryphura,Euryphura achlys,LC
8415,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Eurytides,Eurytides iphitas,EN
8417,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Protographium,Protographium marcellinus,VU
8418,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Euryzygomatomys,Euryzygomatomys spinosus,LC
8423,ANIMALIA,ARTHROPODA,INSECTA,PLECOPTERA,EUSTHENIIDAE,Eusthenia,Eusthenia nothofagi,VU
8431,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Evarra,Evarra bustamantei,EX
8432,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Evarra,Evarra eigenmanni,EX
8433,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Evarra,Evarra tlahuacensis,EX
8436,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Exilisciurus,Exilisciurus concinnus,LC
8437,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Exilisciurus,Exilisciurus exilis,DD
8438,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Exilisciurus,Exilisciurus whiteheadi,LC
8439,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Eximiorhagada,Eximiorhagada asperrima,DD
8441,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,MELANOPSIDAE,Fagotia,Fagotia esperi,LC
8488,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus burrisi,DD
8489,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus danielae,NT
8490,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus gilpini,NT
8491,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus gordoni,NT
8492,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus harpi,NT
8493,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus hortoni,CR
8494,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus petilicarpus,EN
8495,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Fallicambarus,Fallicambarus strawni,LC
8496,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Falniowskia,Falniowskia neglectissima,DD
8539,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Felis,Felis bieti,VU
8540,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Felis,Felis chaus,LC
8541,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Felis,Felis margarita,LC
8542,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Felis,Felis nigripes,VU
8548,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CTENODACTYLIDAE,Felovia,Felovia vae,LC
8550,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,POMATIOPSIDAE,Fenouilia,Fenouilia kreitneri,EN
8551,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Feresa,Feresa attenuata,LC
8553,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Feroculus,Feroculus feroculus,EN
8554,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Ferrissia,Ferrissia mcneili,LC
8555,ANIMALIA,ARTHROPODA,MAXILLOPODA,HARPACTICOIDA,CANTHOCAMPTIDAE,Fibulacamptus,Fibulacamptus bisetosus,VU
8556,ANIMALIA,ARTHROPODA,MAXILLOPODA,HARPACTICOIDA,CANTHOCAMPTIDAE,Fibulacamptus,Fibulacamptus gracilior,VU
8574,ANIMALIA,ARTHROPODA,ARACHNIDA,PSEUDOSCORPIONES,NEOBISIIDAE,Fissilicreagris,Fissilicreagris imperialis,VU
8576,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fissuria,Fissuria boui,NT
8621,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITHOGLYPHIDAE,Fluminicola,Fluminicola avernalis,DD
8623,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITHOGLYPHIDAE,Fluminicola,Fluminicola merriami,DD
8626,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITHOGLYPHIDAE,Fluminicola,Fluminicola columbiana,DD
8627,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fluviopupa,Fluviopupa gracilis,NT
8628,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fluviopupa,Fluviopupa ramsayi,NT
8629,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fonscochlea,Fonscochlea accepta,VU
8630,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fonscochlea,Fonscochlea aquatica,EN
8631,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fonscochlea,Fonscochlea billakalina,EN
8632,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fonscochlea,Fonscochlea conica,VU
8633,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fonscochlea,Fonscochlea zeidleri,NT
8640,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fontigens,Fontigens holsingeri,DD
8641,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Fontigens,Fontigens turritella,NT
8642,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica aquilonia,NT
8643,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica lugubris,NT
8644,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica polyctena,NT
8645,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica rufa,NT
8647,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica uralensis,NT
8649,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica dirksi,VU
8650,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formica,Formica talbotae,VU
8656,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formicoxenus,Formicoxenus nitidulus,VU
8657,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formicoxenus,Formicoxenus sibiricus,VU
8658,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formicoxenus,Formicoxenus provancheri,VU
8659,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formicoxenus,Formicoxenus quebecensis,VU
8660,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Formicoxenus,Formicoxenus chamberlini,VU
8668,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Fossa,Fossa fossana,VU
8700,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funambulus,Funambulus layardi,VU
8701,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funambulus,Funambulus palmarum,LC
8702,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funambulus,Funambulus pennantii,LC
8703,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funambulus,Funambulus sublineatus,VU
8704,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funambulus,Funambulus tristriatus,LC
8706,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Fundulus,Fundulus albolineatus,EX
8707,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Fundulus,Fundulus julisia,EN
8708,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Fundulus,Fundulus lima,EN
8709,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Fundulus,Fundulus waccamensis,VU
8755,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus carruthersi,LC
8756,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus anerythrus,LC
8757,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus bayonii,DD
8758,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus congicus,LC
8759,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus isabella,LC
8760,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus lemniscatus,LC
8761,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus leucogenys,LC
8762,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus pyrropus,LC
8763,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Funisciurus,Funisciurus substriatus,DD
8764,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer campani,VU
8765,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer labordi,VU
8766,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer minor,EN
8767,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Furina,Furina dunmalli,DD
8771,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,FURIPTERIDAE,Furipterus,Furipterus horrens,LC
8773,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia cuneolus,EN
8775,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia subrotunda,VU
8776,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia askewi,NT
8777,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleuronaia,Pleuronaia barnesiana,LC
8778,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia cor,CR
8779,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia escambia,EN
8780,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia lananensis,EN
8781,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia masoni,EN
8782,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Fusconaia,Fusconaia ozarkensis,LC
8783,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Quadrula,Quadrula succissa,LC
8784,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,GADIDAE,Gadus,Gadus morhua,VU
8785,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,Sciurocheirus alleni,LC
8786,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago gallarum,LC
8787,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago matschiei,LC
8788,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago moholi,LC
8789,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago senegalensis,LC
8790,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Paragalago,Paragalago zanzibaricus,LC
8805,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias fontanus,EN
8806,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias johnstoni,EN
8807,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias parvus,VU
8808,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias pedderensis,EN
8809,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias tanycephalus,CR
8810,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias fuscus,EN
8811,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias globiceps,DD
8812,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias gracilis,VU
8813,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias postvectis,EN
8814,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias rostratus,CR
8816,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias zebratus,DD
